timestep,junctionid,edge1_vehicle_count,edge2_vehicle_count,edge1_waiting_vehicle_count,edge2_waiting_vehicle_count,edge1_light_state,edge2_light_state,nextswitchtime,edge1_congestion,edge2_congestion
2828,47217361,2,0,0,0,r,y,2.0,Non-Congested,Non-Congested
2828,cluster_1420096799_47154676,1,1,0,1,r,r,2.0,Non-Congested,Non-Congested
2828,cluster_2455590523_389713_47212064,0,1,0,1,y,r,2.0,Non-Congested,Non-Congested
2828,cluster_2461783448_38980632_5243070374,12,7,12,5,r,G,0.0,Congested,Non-Congested
2828,cluster_2461880040_2461880142_8131892137,0,2,0,2,y,r,1.0,Non-Congested,Congested
2828,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,y,1.0,Non-Congested,Non-Congested
2829,132200274,0,3,0,3,G,r,0.0,Non-Congested,Congested
2829,181747232,1,0,0,0,r,y,2.0,Non-Congested,Non-Congested
2829,47217361,2,0,0,0,r,y,1.0,Non-Congested,Non-Congested
2829,cluster_1420096799_47154676,1,1,0,1,r,r,1.0,Non-Congested,Non-Congested
2829,cluster_2455590523_389713_47212064,0,1,0,1,y,r,1.0,Non-Congested,Non-Congested
2829,cluster_2461783448_38980632_5243070374,12,7,12,5,r,G,1.0,Congested,Non-Congested
2829,cluster_2461880040_2461880142_8131892137,0,2,0,2,y,r,0.0,Non-Congested,Congested
2830,132200274,0,3,0,3,y,r,2.0,Non-Congested,Congested
2830,181747232,1,0,0,0,r,y,1.0,Non-Congested,Non-Congested
2830,47217361,2,1,0,0,r,y,0.0,Non-Congested,Non-Congested
2830,cluster_1420096799_47154676,1,1,1,1,r,r,0.0,Non-Congested,Non-Congested
2830,cluster_2455590523_389713_47212064,0,1,0,1,y,r,0.0,Non-Congested,Non-Congested
2830,cluster_2461783448_38980632_5243070374,12,7,12,6,r,G,0.0,Congested,Non-Congested
2830,cluster_2461880040_2461880142_8131892137,0,2,0,1,r,G,9.0,Non-Congested,Congested
2831,132200274,0,3,0,3,y,r,1.0,Non-Congested,Congested
2831,181747232,1,0,0,0,r,y,0.0,Non-Congested,Non-Congested
2831,47217361,2,1,0,0,G,r,4.0,Non-Congested,Non-Congested
2831,cluster_1420096799_47154676,1,1,1,1,r,r,3.0,Non-Congested,Non-Congested
2831,cluster_2455590523_389713_47212064,0,1,0,1,r,r,6.0,Non-Congested,Congested
2831,cluster_2461783448_38980632_5243070374,12,7,12,7,r,G,1.0,Congested,Non-Congested
2831,cluster_2461880040_2461880142_8131892137,0,1,0,0,r,G,8.0,Non-Congested,Congested
2832,132200274,0,3,0,3,y,r,0.0,Non-Congested,Congested
2832,181747232,1,0,0,0,G,r,6.0,Non-Congested,Non-Congested
2832,47217361,1,1,0,0,G,r,3.0,Non-Congested,Non-Congested
2832,cluster_1420096799_47154676,1,1,1,1,r,r,2.0,Non-Congested,Non-Congested
2832,cluster_2455590523_389713_47212064,0,1,0,1,r,r,5.0,Non-Congested,Congested
2832,cluster_2461783448_38980632_5243070374,12,7,12,7,r,G,0.0,Congested,Non-Congested
2832,cluster_2461880040_2461880142_8131892137,0,1,0,0,r,G,7.0,Non-Congested,Congested
2833,132200274,0,3,0,3,r,G,4.0,Non-Congested,Congested
2833,181747232,1,0,0,0,G,r,5.0,Non-Congested,Non-Congested
2833,47217361,1,1,0,0,G,r,2.0,Non-Congested,Non-Congested
2833,cluster_1420096799_47154676,1,1,1,1,r,r,1.0,Non-Congested,Non-Congested
2833,cluster_2455590523_389713_47212064,0,1,0,1,r,r,4.0,Non-Congested,Congested
2833,cluster_2461783448_38980632_5243070374,12,7,12,7,r,G,1.0,Congested,Non-Congested
2833,cluster_2461880040_2461880142_8131892137,0,1,0,0,r,G,6.0,Non-Congested,Non-Congested
2834,132200274,0,3,0,3,r,G,3.0,Non-Congested,Congested
2834,181747232,1,0,0,0,G,r,4.0,Non-Congested,Non-Congested
2834,47217361,1,1,0,0,G,r,1.0,Non-Congested,Non-Congested
2834,cluster_1420096799_47154676,1,1,1,1,r,r,0.0,Non-Congested,Non-Congested
2834,cluster_2455590523_389713_47212064,0,1,0,1,r,r,3.0,Non-Congested,Non-Congested
2834,cluster_2461783448_38980632_5243070374,12,7,12,7,r,G,0.0,Congested,Non-Congested
2834,cluster_2461880040_2461880142_8131892137,0,1,0,0,r,G,5.0,Non-Congested,Non-Congested
2835,132200274,0,3,0,3,r,G,2.0,Non-Congested,Congested
2835,181747232,1,0,0,0,G,r,3.0,Non-Congested,Non-Congested
2835,47217361,0,1,0,0,G,r,0.0,Non-Congested,Non-Congested
2835,cluster_1420096799_47154676,1,1,1,0,r,G,6.0,Non-Congested,Non-Congested
2835,cluster_2455590523_389713_47212064,0,1,0,1,r,r,2.0,Non-Congested,Non-Congested
2835,cluster_2461783448_38980632_5243070374,12,7,12,7,r,G,1.0,Congested,Non-Congested
2835,cluster_2461880040_2461880142_8131892137,0,1,0,0,r,G,4.0,Non-Congested,Non-Congested
2836,132200274,0,3,0,3,r,G,1.0,Non-Congested,Congested
2836,181747232,2,0,0,0,G,r,2.0,Non-Congested,Non-Congested
2836,47217361,0,1,0,0,y,r,2.0,Non-Congested,Non-Congested
2836,cluster_1420096799_47154676,1,0,1,0,r,G,5.0,Non-Congested,Non-Congested
2836,cluster_2455590523_389713_47212064,0,1,0,1,r,r,1.0,Non-Congested,Non-Congested
2836,cluster_2461783448_38980632_5243070374,12,7,12,7,r,G,0.0,Congested,Non-Congested
2837,132200274,0,3,0,3,r,G,0.0,Non-Congested,Congested
2837,181747232,3,0,0,0,G,r,1.0,Non-Congested,Non-Congested
2837,47217361,0,1,0,0,y,r,1.0,Non-Congested,Non-Congested
2837,cluster_1420096799_47154676,1,0,1,0,r,G,4.0,Non-Congested,Non-Congested
2837,cluster_2455590523_389713_47212064,0,1,0,1,r,r,0.0,Non-Congested,Non-Congested
2837,cluster_2461783448_38980632_5243070374,12,7,12,7,r,G,1.0,Congested,Non-Congested
2837,cluster_2461880040_2461880142_8131892137,1,1,0,0,r,G,2.0,Non-Congested,Non-Congested
2838,132200274,0,3,0,3,r,y,2.0,Non-Congested,Congested
2838,181747232,3,0,0,0,G,r,0.0,Non-Congested,Non-Congested
2838,47217361,0,1,0,0,y,r,0.0,Non-Congested,Non-Congested
2838,cluster_1420096799_47154676,1,0,1,0,r,G,3.0,Non-Congested,Non-Congested
2838,cluster_2455590523_389713_47212064,0,1,0,1,r,r,3.0,Non-Congested,Non-Congested
2838,cluster_2461783448_38980632_5243070374,12,7,12,7,r,G,0.0,Congested,Non-Congested
2838,cluster_2461880040_2461880142_8131892137,1,1,0,0,r,G,1.0,Non-Congested,Non-Congested
2839,132200274,0,3,0,3,r,y,1.0,Non-Congested,Congested
2839,181747232,2,0,0,0,G,r,1.0,Non-Congested,Non-Congested
2839,47217361,0,1,0,0,r,r,4.0,Non-Congested,Non-Congested
2839,cluster_1420096799_47154676,1,0,1,0,r,G,2.0,Non-Congested,Non-Congested
2839,cluster_2455590523_389713_47212064,1,1,0,1,r,r,2.0,Non-Congested,Non-Congested
2839,cluster_2461783448_38980632_5243070374,12,7,12,7,r,G,1.0,Congested,Non-Congested
2839,cluster_2461880040_2461880142_8131892137,1,1,0,0,r,G,0.0,Non-Congested,Non-Congested
2840,132200274,0,3,0,3,r,y,0.0,Non-Congested,Congested
2840,181747232,3,1,0,0,G,r,0.0,Non-Congested,Non-Congested
2840,47217361,0,1,0,0,r,r,3.0,Non-Congested,Non-Congested
2840,cluster_1420096799_47154676,1,0,1,0,r,G,1.0,Non-Congested,Non-Congested
2840,cluster_2455590523_389713_47212064,0,1,0,1,r,r,1.0,Non-Congested,Non-Congested
2840,cluster_2461783448_38980632_5243070374,12,7,12,7,r,G,0.0,Congested,Non-Congested
2840,cluster_2461880040_2461880142_8131892137,2,2,0,0,r,y,4.0,Non-Congested,Non-Congested
2841,132200274,0,3,0,3,G,r,4.0,Non-Congested,Congested
2841,181747232,3,1,0,0,G,r,0.0,Non-Congested,Non-Congested
2841,47217361,0,1,0,0,r,r,2.0,Non-Congested,Non-Congested
2841,cluster_1420096799_47154676,1,0,1,0,r,G,0.0,Non-Congested,Non-Congested
2841,cluster_2455590523_389713_47212064,0,1,0,1,r,r,0.0,Non-Congested,Non-Congested
2841,cluster_2461783448_38980632_5243070374,12,7,12,7,r,G,1.0,Congested,Non-Congested
2841,cluster_2461880040_2461880142_8131892137,2,2,0,0,r,y,3.0,Non-Congested,Non-Congested
2842,132200274,0,3,0,3,G,r,3.0,Non-Congested,Congested
2842,181747232,3,1,0,0,y,r,3.0,Non-Congested,Non-Congested
2842,47217361,0,1,0,0,r,r,1.0,Non-Congested,Non-Congested
2842,cluster_1420096799_47154676,2,0,1,0,r,y,3.0,Non-Congested,Non-Congested
2842,cluster_2461783448_38980632_5243070374,12,7,12,7,r,G,0.0,Congested,Non-Congested
2842,cluster_2461880040_2461880142_8131892137,2,3,0,0,r,y,2.0,Non-Congested,Non-Congested
2843,132200274,0,3,0,3,G,r,2.0,Non-Congested,Congested
2843,181747232,3,1,0,0,y,r,2.0,Non-Congested,Non-Congested
2843,47217361,0,1,0,0,r,r,0.0,Non-Congested,Non-Congested
2843,cluster_1420096799_47154676,2,0,1,0,r,y,2.0,Non-Congested,Non-Congested
2843,cluster_2461783448_38980632_5243070374,12,7,12,7,r,G,0.0,Congested,Non-Congested
2843,cluster_2461880040_2461880142_8131892137,2,3,0,0,r,y,1.0,Non-Congested,Non-Congested
2844,132200274,0,3,0,3,G,r,1.0,Non-Congested,Congested
2844,181747232,3,1,0,0,y,r,1.0,Non-Congested,Non-Congested
2844,47217361,0,1,0,0,r,r,2.0,Non-Congested,Non-Congested
2844,cluster_1420096799_47154676,2,0,1,0,r,y,1.0,Non-Congested,Non-Congested
2844,cluster_2461783448_38980632_5243070374,12,7,12,7,r,y,4.0,Congested,Non-Congested
2844,cluster_2461880040_2461880142_8131892137,2,3,0,0,r,y,0.0,Non-Congested,Non-Congested
2845,132200274,0,3,0,3,G,r,0.0,Non-Congested,Congested
2845,181747232,3,1,0,0,y,r,0.0,Non-Congested,Non-Congested
2845,47217361,0,1,0,0,r,r,1.0,Non-Congested,Non-Congested
2845,cluster_1420096799_47154676,2,0,1,0,r,y,0.0,Non-Congested,Non-Congested
2845,cluster_2461783448_38980632_5243070374,12,7,12,7,r,y,3.0,Congested,Non-Congested
2845,cluster_2461880040_2461880142_8131892137,2,4,0,0,r,r,4.0,Non-Congested,Congested
2846,132200274,0,3,0,3,y,r,2.0,Non-Congested,Congested
2846,181747232,3,1,0,0,r,G,6.0,Non-Congested,Non-Congested
2846,47217361,0,1,0,0,r,r,0.0,Non-Congested,Non-Congested
2846,cluster_1420096799_47154676,2,0,0,0,G,r,6.0,Non-Congested,Non-Congested
2846,cluster_2455590523_389713_47212064,0,1,0,0,r,G,0.0,Non-Congested,Non-Congested
2846,cluster_2461783448_38980632_5243070374,12,7,12,7,r,y,2.0,Congested,Non-Congested
2846,cluster_2461880040_2461880142_8131892137,1,3,0,0,r,r,3.0,Non-Congested,Congested
2847,132200274,0,3,0,3,y,r,1.0,Non-Congested,Congested
2847,181747232,3,1,0,0,r,G,5.0,Non-Congested,Non-Congested
2847,cluster_2455590523_389713_47212064,0,1,0,0,r,G,1.0,Non-Congested,Non-Congested
2847,cluster_2461783448_38980632_5243070374,12,7,12,7,r,y,1.0,Congested,Non-Congested
2847,cluster_2461880040_2461880142_8131892137,1,3,0,1,r,r,2.0,Non-Congested,Congested
2848,132200274,0,3,0,3,y,r,0.0,Non-Congested,Congested
2848,181747232,3,1,0,0,r,G,4.0,Non-Congested,Non-Congested
2848,cluster_2455590523_389713_47212064,0,2,0,0,r,G,0.0,Non-Congested,Non-Congested
2848,cluster_2461783448_38980632_5243070374,12,7,12,7,r,y,0.0,Congested,Non-Congested
2848,cluster_2461880040_2461880142_8131892137,0,2,0,1,r,r,1.0,Non-Congested,Congested
2849,132200274,0,3,0,3,r,G,4.0,Non-Congested,Congested
2849,181747232,3,1,0,0,r,G,3.0,Non-Congested,Non-Congested
2849,cluster_2461783448_38980632_5243070374,12,7,12,7,G,r,4.0,Congested,Non-Congested
2849,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2850,132200274,0,3,0,3,r,G,3.0,Non-Congested,Congested
2850,181747232,3,1,1,1,r,G,2.0,Non-Congested,Non-Congested
2850,47217361,1,0,0,0,r,G,1.0,Non-Congested,Non-Congested
2850,cluster_1420096799_47154676,0,1,0,0,G,r,2.0,Non-Congested,Non-Congested
2850,cluster_2461783448_38980632_5243070374,12,7,12,7,G,r,3.0,Congested,Non-Congested
2850,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,4.0,Non-Congested,Congested
2851,132200274,0,3,0,3,r,G,2.0,Non-Congested,Congested
2851,181747232,3,1,1,1,r,G,1.0,Non-Congested,Non-Congested
2851,47217361,1,0,0,0,r,G,0.0,Non-Congested,Non-Congested
2851,cluster_1420096799_47154676,0,1,0,0,G,r,1.0,Non-Congested,Non-Congested
2851,cluster_2455590523_389713_47212064,0,1,0,0,r,y,2.0,Non-Congested,Non-Congested
2851,cluster_2461783448_38980632_5243070374,12,7,12,7,G,r,2.0,Congested,Non-Congested
2851,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,3.0,Non-Congested,Congested
2852,132200274,0,3,0,3,r,G,1.0,Non-Congested,Congested
2852,181747232,3,1,1,1,r,G,0.0,Non-Congested,Non-Congested
2852,47217361,1,0,0,0,r,y,2.0,Non-Congested,Non-Congested
2852,cluster_1420096799_47154676,0,1,0,0,G,r,0.0,Non-Congested,Non-Congested
2852,cluster_2455590523_389713_47212064,0,1,0,0,r,y,1.0,Non-Congested,Non-Congested
2852,cluster_2461783448_38980632_5243070374,12,7,12,7,G,r,1.0,Congested,Non-Congested
2852,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,2.0,Non-Congested,Congested
2853,132200274,0,3,0,3,r,G,0.0,Non-Congested,Congested
2853,181747232,3,1,1,1,r,y,3.0,Non-Congested,Non-Congested
2853,47217361,1,0,0,0,r,y,1.0,Non-Congested,Non-Congested
2853,cluster_1420096799_47154676,0,1,0,0,y,r,3.0,Non-Congested,Non-Congested
2853,cluster_2455590523_389713_47212064,0,2,0,0,r,y,0.0,Non-Congested,Non-Congested
2853,cluster_2461783448_38980632_5243070374,12,8,12,7,G,r,0.0,Congested,Non-Congested
2853,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2854,132200274,0,3,0,3,r,y,2.0,Non-Congested,Congested
2854,181747232,3,1,1,1,r,y,2.0,Non-Congested,Non-Congested
2854,47217361,1,0,0,0,r,y,0.0,Non-Congested,Non-Congested
2854,cluster_1420096799_47154676,0,1,0,0,y,r,2.0,Non-Congested,Non-Congested
2854,cluster_2455590523_389713_47212064,0,1,0,0,G,r,4.0,Non-Congested,Congested
2854,cluster_2461783448_38980632_5243070374,12,8,12,7,G,r,4.0,Congested,Non-Congested
2854,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2855,132200274,0,3,0,3,r,y,1.0,Non-Congested,Congested
2855,181747232,2,0,0,0,r,y,1.0,Non-Congested,Non-Congested
2855,47217361,1,0,0,0,G,r,4.0,Non-Congested,Non-Congested
2855,cluster_1420096799_47154676,0,1,0,0,y,r,1.0,Non-Congested,Non-Congested
2855,cluster_2455590523_389713_47212064,0,1,0,0,G,r,3.0,Non-Congested,Congested
2855,cluster_2461783448_38980632_5243070374,12,8,12,7,G,r,3.0,Congested,Non-Congested
2855,cluster_2461880040_2461880142_8131892137,0,2,0,2,G,r,4.0,Non-Congested,Congested
2856,132200274,0,3,0,3,r,y,0.0,Non-Congested,Congested
2856,181747232,2,0,0,0,r,y,0.0,Non-Congested,Non-Congested
2856,47217361,1,0,0,0,G,r,3.0,Non-Congested,Non-Congested
2856,cluster_1420096799_47154676,0,1,0,0,y,r,0.0,Non-Congested,Non-Congested
2856,cluster_2455590523_389713_47212064,0,1,0,0,G,r,2.0,Non-Congested,Congested
2856,cluster_2461783448_38980632_5243070374,12,8,12,7,G,r,2.0,Congested,Non-Congested
2856,cluster_2461880040_2461880142_8131892137,0,2,0,2,G,r,3.0,Non-Congested,Congested
2857,132200274,0,3,0,3,G,r,4.0,Non-Congested,Congested
2857,181747232,2,0,0,0,G,r,6.0,Non-Congested,Non-Congested
2857,47217361,1,0,0,0,G,r,2.0,Non-Congested,Non-Congested
2857,cluster_1420096799_47154676,0,1,0,0,r,r,6.0,Non-Congested,Non-Congested
2857,cluster_2455590523_389713_47212064,0,1,0,1,G,r,1.0,Non-Congested,Congested
2857,cluster_2461783448_38980632_5243070374,11,8,11,7,G,r,1.0,Congested,Non-Congested
2857,cluster_2461880040_2461880142_8131892137,0,2,0,2,G,r,2.0,Non-Congested,Congested
2858,132200274,0,3,0,3,G,r,3.0,Non-Congested,Congested
2858,181747232,2,0,0,0,G,r,5.0,Non-Congested,Non-Congested
2858,47217361,1,0,0,0,G,r,1.0,Non-Congested,Non-Congested
2858,cluster_1420096799_47154676,0,2,0,0,r,r,5.0,Non-Congested,Non-Congested
2858,cluster_2455590523_389713_47212064,0,1,0,1,G,r,0.0,Non-Congested,Congested
2858,cluster_2461783448_38980632_5243070374,11,8,10,7,G,r,0.0,Congested,Non-Congested
2858,cluster_2461880040_2461880142_8131892137,0,2,0,2,G,r,1.0,Non-Congested,Congested
2859,132200274,0,4,0,3,G,r,2.0,Non-Congested,Congested
2859,181747232,2,0,0,0,G,r,4.0,Non-Congested,Non-Congested
2859,47217361,1,0,0,0,G,r,0.0,Non-Congested,Non-Congested
2859,cluster_1420096799_47154676,0,2,0,0,r,r,4.0,Non-Congested,Non-Congested
2859,cluster_181310323_5380872437,1,0,0,0,y,r,1.0,Non-Congested,Non-Congested
2859,cluster_2455590523_389713_47212064,0,1,0,1,y,r,3.0,Non-Congested,Congested
2859,cluster_2461783448_38980632_5243070374,11,9,9,8,G,r,9.0,Congested,Non-Congested
2859,cluster_2461880040_2461880142_8131892137,0,2,0,2,G,r,0.0,Non-Congested,Congested
2859,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,G,1.0,Non-Congested,Non-Congested
2860,132200274,0,4,0,3,G,r,1.0,Non-Congested,Congested
2860,181747232,2,0,0,0,G,r,3.0,Non-Congested,Non-Congested
2860,47217361,1,0,0,0,y,r,2.0,Non-Congested,Non-Congested
2860,cluster_1420096799_47154676,0,2,0,0,r,r,3.0,Non-Congested,Non-Congested
2860,cluster_181310323_5380872437,1,0,0,0,y,r,0.0,Non-Congested,Non-Congested
2860,cluster_2455590523_389713_47212064,0,1,0,1,y,r,2.0,Non-Congested,Congested
2860,cluster_2461783448_38980632_5243070374,11,9,8,8,G,r,8.0,Congested,Non-Congested
2860,cluster_2461880040_2461880142_8131892137,0,2,0,2,y,r,4.0,Non-Congested,Congested
2860,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,G,0.0,Non-Congested,Non-Congested
2861,132200274,0,4,0,3,G,r,0.0,Non-Congested,Congested
2861,181747232,2,0,0,0,G,r,2.0,Non-Congested,Non-Congested
2861,47217361,1,0,1,0,y,r,1.0,Non-Congested,Non-Congested
2861,cluster_1420096799_47154676,0,2,0,1,r,r,2.0,Non-Congested,Non-Congested
2861,cluster_181310323_5380872437,1,0,0,0,r,G,4.0,Non-Congested,Non-Congested
2861,cluster_2455590523_389713_47212064,0,1,0,1,y,r,1.0,Non-Congested,Congested
2861,cluster_2461783448_38980632_5243070374,11,9,7,8,G,r,7.0,Congested,Non-Congested
2861,cluster_2461880040_2461880142_8131892137,0,2,0,2,y,r,3.0,Non-Congested,Congested
2861,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,y,2.0,Non-Congested,Non-Congested
2862,132200274,0,4,0,3,y,r,2.0,Non-Congested,Congested
2862,47217361,1,0,1,0,y,r,0.0,Non-Congested,Non-Congested
2862,cluster_1420096799_47154676,0,2,0,1,r,r,1.0,Non-Congested,Non-Congested
2862,cluster_181310323_5380872437,1,0,0,0,r,G,3.0,Non-Congested,Non-Congested
2862,cluster_2455590523_389713_47212064,0,1,0,1,y,r,0.0,Non-Congested,Congested
2862,cluster_2461783448_38980632_5243070374,10,9,6,8,G,r,6.0,Congested,Non-Congested
2862,cluster_2461880040_2461880142_8131892137,0,2,0,2,y,r,2.0,Non-Congested,Congested
2862,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,y,1.0,Non-Congested,Non-Congested
2863,132200274,0,4,0,3,y,r,1.0,Non-Congested,Congested
2863,181747232,2,2,0,0,G,r,0.0,Non-Congested,Non-Congested
2863,47217361,1,0,0,0,r,r,4.0,Non-Congested,Non-Congested
2863,cluster_1420096799_47154676,0,1,0,1,r,r,0.0,Non-Congested,Non-Congested
2863,cluster_181310323_5380872437,1,0,0,0,r,G,2.0,Non-Congested,Non-Congested
2863,cluster_2455590523_389713_47212064,0,1,0,1,r,r,6.0,Non-Congested,Congested
2863,cluster_2461783448_38980632_5243070374,10,9,5,8,G,r,5.0,Congested,Non-Congested
2863,cluster_2461880040_2461880142_8131892137,0,2,0,2,y,r,1.0,Non-Congested,Congested
2863,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,y,0.0,Non-Congested,Non-Congested
2864,132200274,0,4,0,3,y,r,0.0,Non-Congested,Congested
2864,181747232,2,2,0,0,G,r,0.0,Non-Congested,Non-Congested
2864,cluster_1420096799_47154676,0,1,0,1,r,r,3.0,Non-Congested,Non-Congested
2864,cluster_181310323_5380872437,1,0,0,0,r,G,1.0,Non-Congested,Non-Congested
2864,cluster_2455590523_389713_47212064,0,1,0,1,r,r,5.0,Non-Congested,Congested
2864,cluster_2461783448_38980632_5243070374,11,9,5,9,G,r,4.0,Congested,Non-Congested
2864,cluster_2461880040_2461880142_8131892137,0,2,0,2,y,r,0.0,Non-Congested,Congested
2864,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,r,0.0,Non-Congested,Non-Congested
2865,132200274,0,3,0,3,r,G,4.0,Non-Congested,Congested
2865,181747232,2,2,0,0,y,r,3.0,Non-Congested,Non-Congested
2865,cluster_1420096799_47154676,0,1,0,1,r,r,2.0,Non-Congested,Non-Congested
2865,cluster_181310323_5380872437,1,0,0,0,r,G,0.0,Non-Congested,Non-Congested
2865,cluster_2455590523_389713_47212064,0,1,0,1,r,r,4.0,Non-Congested,Congested
2865,cluster_2461783448_38980632_5243070374,10,9,4,9,G,r,3.0,Congested,Non-Congested
2865,cluster_2461880040_2461880142_8131892137,0,1,0,1,r,G,9.0,Non-Congested,Congested
2865,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,G,r,4.0,Non-Congested,Non-Congested
2866,132200274,0,3,0,3,r,G,3.0,Non-Congested,Congested
2866,181747232,2,2,0,0,y,r,2.0,Non-Congested,Non-Congested
2866,cluster_1420096799_47154676,0,1,0,1,r,r,1.0,Non-Congested,Non-Congested
2866,cluster_181310323_5380872437,1,0,1,0,r,y,3.0,Non-Congested,Non-Congested
2866,cluster_2455590523_389713_47212064,0,1,0,1,r,r,3.0,Non-Congested,Congested
2866,cluster_2461783448_38980632_5243070374,10,9,4,9,G,r,2.0,Congested,Non-Congested
2866,cluster_2461880040_2461880142_8131892137,0,1,0,0,r,G,8.0,Non-Congested,Non-Congested
2866,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,G,r,3.0,Non-Congested,Non-Congested
2867,132200274,0,3,0,3,r,G,2.0,Non-Congested,Congested
2867,181747232,2,2,0,0,y,r,1.0,Non-Congested,Non-Congested
2867,cluster_1420096799_47154676,0,1,0,1,r,r,0.0,Non-Congested,Non-Congested
2867,cluster_181310323_5380872437,1,0,1,0,r,y,2.0,Non-Congested,Non-Congested
2867,cluster_2455590523_389713_47212064,0,1,0,1,r,r,2.0,Non-Congested,Congested
2867,cluster_2461783448_38980632_5243070374,10,9,4,9,G,r,1.0,Congested,Non-Congested
2867,cluster_2461880040_2461880142_8131892137,0,1,0,0,r,G,7.0,Non-Congested,Non-Congested
2867,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,G,r,2.0,Non-Congested,Non-Congested
2868,132200274,0,3,0,3,r,G,1.0,Non-Congested,Congested
2868,181747232,2,2,0,0,y,r,0.0,Non-Congested,Non-Congested
2868,cluster_181310323_5380872437,1,0,1,0,r,y,1.0,Non-Congested,Non-Congested
2868,cluster_2455590523_389713_47212064,0,1,0,1,r,r,1.0,Non-Congested,Congested
2868,cluster_2461783448_38980632_5243070374,10,9,5,9,G,r,0.0,Congested,Non-Congested
2868,cluster_2461880040_2461880142_8131892137,0,2,0,0,r,G,6.0,Non-Congested,Non-Congested
2868,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,G,r,1.0,Non-Congested,Non-Congested
2869,132200274,1,3,0,3,r,G,0.0,Non-Congested,Congested
2869,181747232,2,3,0,0,r,G,6.0,Non-Congested,Non-Congested
2869,cluster_181310323_5380872437,1,0,1,0,r,y,0.0,Non-Congested,Non-Congested
2869,cluster_2455590523_389713_47212064,0,2,0,1,r,r,0.0,Non-Congested,Congested
2869,cluster_2461783448_38980632_5243070374,11,9,5,9,y,r,4.0,Congested,Non-Congested
2869,cluster_2461880040_2461880142_8131892137,0,1,0,0,r,G,5.0,Non-Congested,Non-Congested
2869,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,G,r,0.0,Non-Congested,Non-Congested
2870,132200274,1,3,0,3,r,y,2.0,Non-Congested,Congested
2870,181747232,2,2,0,0,r,G,5.0,Non-Congested,Congested
2870,cluster_2455590523_389713_47212064,0,2,0,1,r,r,1.0,Non-Congested,Congested
2870,cluster_2461783448_38980632_5243070374,11,9,6,9,y,r,3.0,Congested,Non-Congested
2870,cluster_2461880040_2461880142_8131892137,0,1,0,0,r,G,4.0,Non-Congested,Non-Congested
2870,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,1,y,r,2.0,Non-Congested,Non-Congested
2871,132200274,1,3,0,3,r,y,1.0,Non-Congested,Congested
2871,181747232,3,2,0,0,r,G,4.0,Non-Congested,Congested
2871,cluster_2455590523_389713_47212064,0,2,0,1,r,r,0.0,Non-Congested,Congested
2871,cluster_2461783448_38980632_5243070374,11,9,6,9,y,r,2.0,Congested,Non-Congested
2871,cluster_2461880040_2461880142_8131892137,1,2,0,0,r,G,3.0,Non-Congested,Non-Congested
2871,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,1,y,r,1.0,Non-Congested,Non-Congested
2872,132200274,1,3,0,3,r,y,0.0,Non-Congested,Congested
2872,181747232,3,2,1,1,r,G,3.0,Non-Congested,Non-Congested
2872,cluster_2455590523_389713_47212064,1,2,0,1,r,r,1.0,Non-Congested,Congested
2872,cluster_2461783448_38980632_5243070374,11,9,7,9,y,r,1.0,Congested,Non-Congested
2872,cluster_2461880040_2461880142_8131892137,1,1,0,0,r,G,2.0,Non-Congested,Non-Congested
2872,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,1,y,r,0.0,Non-Congested,Non-Congested
2873,132200274,1,3,0,3,G,r,4.0,Non-Congested,Congested
2873,181747232,3,2,1,1,r,G,2.0,Non-Congested,Non-Congested
2873,cluster_1420096799_47154676,1,0,0,0,r,G,1.0,Non-Congested,Non-Congested
2873,cluster_181310323_5380872437,1,0,0,0,G,r,3.0,Non-Congested,Non-Congested
2873,cluster_2455590523_389713_47212064,0,1,0,1,r,r,0.0,Congested,Congested
2873,cluster_2461783448_38980632_5243070374,11,9,9,9,y,r,0.0,Congested,Non-Congested
2873,cluster_2461880040_2461880142_8131892137,2,2,0,0,r,G,1.0,Non-Congested,Non-Congested
