timestep,junctionid,edge1_vehicle_count,edge2_vehicle_count,edge1_waiting_vehicle_count,edge2_waiting_vehicle_count,edge1_light_state,edge2_light_state,nextswitchtime,edge1_congestion,edge2_congestion
2232,cluster_181310323_5380872437,1,0,0,0,G,r,4.0,Non-Congested,Non-Congested
2232,cluster_2455590523_389713_47212064,1,2,1,2,y,r,3.0,Non-Congested,Non-Congested
2232,cluster_2461783448_38980632_5243070374,6,0,6,0,r,y,3.0,Non-Congested,Non-Congested
2232,cluster_2461880040_2461880142_8131892137,2,2,0,0,r,y,2.0,Non-Congested,Non-Congested
2232,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,G,2.0,Non-Congested,Non-Congested
2233,132200274,0,2,0,0,r,y,0.0,Non-Congested,Non-Congested
2233,181747232,1,0,0,0,G,r,3.0,Non-Congested,Non-Congested
2233,47217361,0,2,0,0,r,G,0.0,Non-Congested,Non-Congested
2233,cluster_1420096799_47154676,1,0,0,0,r,r,0.0,Non-Congested,Non-Congested
2233,cluster_181310323_5380872437,1,0,0,0,G,r,3.0,Non-Congested,Non-Congested
2233,cluster_2455590523_389713_47212064,1,2,1,2,y,r,2.0,Non-Congested,Non-Congested
2233,cluster_2461783448_38980632_5243070374,6,0,6,0,r,y,2.0,Non-Congested,Non-Congested
2233,cluster_2461880040_2461880142_8131892137,2,2,0,0,r,y,1.0,Non-Congested,Non-Congested
2233,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,G,1.0,Non-Congested,Non-Congested
2234,132200274,0,3,0,0,G,r,4.0,Non-Congested,Non-Congested
2234,181747232,1,0,0,0,G,r,2.0,Non-Congested,Non-Congested
2234,47217361,0,3,0,0,r,y,2.0,Non-Congested,Non-Congested
2234,cluster_1420096799_47154676,1,0,0,0,r,G,6.0,Non-Congested,Non-Congested
2234,cluster_181310323_5380872437,1,0,0,0,G,r,2.0,Non-Congested,Non-Congested
2234,cluster_2455590523_389713_47212064,1,2,1,2,y,r,1.0,Non-Congested,Non-Congested
2234,cluster_2461783448_38980632_5243070374,6,0,6,0,r,y,1.0,Non-Congested,Non-Congested
2234,cluster_2461880040_2461880142_8131892137,2,2,0,0,r,y,0.0,Non-Congested,Non-Congested
2235,132200274,0,2,0,1,G,r,3.0,Non-Congested,Non-Congested
2235,181747232,1,0,0,0,G,r,1.0,Non-Congested,Non-Congested
2235,47217361,0,3,0,0,r,y,1.0,Non-Congested,Non-Congested
2235,cluster_1420096799_47154676,1,0,0,0,r,G,5.0,Non-Congested,Non-Congested
2235,cluster_181310323_5380872437,1,0,0,0,G,r,1.0,Non-Congested,Non-Congested
2235,cluster_2455590523_389713_47212064,1,2,1,2,y,r,0.0,Non-Congested,Non-Congested
2235,cluster_2461783448_38980632_5243070374,6,0,6,0,r,y,0.0,Non-Congested,Non-Congested
2235,cluster_2461880040_2461880142_8131892137,1,2,0,0,r,r,4.0,Non-Congested,Non-Congested
2236,132200274,0,2,0,1,G,r,2.0,Non-Congested,Non-Congested
2236,181747232,1,0,0,0,G,r,0.0,Non-Congested,Non-Congested
2236,47217361,0,3,0,0,r,y,0.0,Non-Congested,Non-Congested
2236,cluster_1420096799_47154676,1,0,0,0,r,G,4.0,Non-Congested,Non-Congested
2236,cluster_181310323_5380872437,1,0,0,0,G,r,0.0,Non-Congested,Non-Congested
2236,cluster_2455590523_389713_47212064,1,2,1,2,r,r,6.0,Non-Congested,Congested
2236,cluster_2461783448_38980632_5243070374,6,0,5,0,G,r,4.0,Non-Congested,Non-Congested
2236,cluster_2461880040_2461880142_8131892137,1,2,0,0,r,r,3.0,Non-Congested,Congested
2237,132200274,0,2,0,2,G,r,1.0,Non-Congested,Non-Congested
2237,181747232,1,0,0,0,y,r,3.0,Non-Congested,Non-Congested
2237,47217361,0,3,0,0,G,r,4.0,Non-Congested,Non-Congested
2237,cluster_1420096799_47154676,1,0,0,0,r,G,3.0,Non-Congested,Non-Congested
2237,cluster_181310323_5380872437,1,0,0,0,y,r,3.0,Non-Congested,Non-Congested
2237,cluster_2455590523_389713_47212064,1,2,1,2,r,r,5.0,Non-Congested,Congested
2237,cluster_2461783448_38980632_5243070374,5,0,4,0,G,r,3.0,Non-Congested,Non-Congested
2237,cluster_2461880040_2461880142_8131892137,0,1,0,0,r,r,2.0,Non-Congested,Congested
2237,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,y,1.0,Non-Congested,Non-Congested
2238,132200274,0,3,0,2,G,r,0.0,Non-Congested,Non-Congested
2238,181747232,1,0,0,0,y,r,2.0,Non-Congested,Non-Congested
2238,47217361,0,3,0,0,G,r,3.0,Non-Congested,Non-Congested
2238,cluster_1420096799_47154676,1,0,0,0,r,G,2.0,Non-Congested,Non-Congested
2238,cluster_181310323_5380872437,1,0,0,0,y,r,2.0,Non-Congested,Non-Congested
2238,cluster_2455590523_389713_47212064,1,2,1,2,r,r,4.0,Non-Congested,Congested
2238,cluster_2461783448_38980632_5243070374,5,0,3,0,G,r,2.0,Non-Congested,Non-Congested
2238,cluster_2461880040_2461880142_8131892137,0,2,0,0,r,r,1.0,Non-Congested,Congested
2238,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,y,0.0,Non-Congested,Non-Congested
2239,132200274,0,3,0,2,G,r,1.0,Non-Congested,Congested
2239,181747232,1,0,0,0,y,r,1.0,Non-Congested,Non-Congested
2239,47217361,0,3,0,0,G,r,2.0,Non-Congested,Non-Congested
2239,cluster_1420096799_47154676,1,0,0,0,r,G,1.0,Non-Congested,Non-Congested
2239,cluster_181310323_5380872437,1,0,0,0,y,r,1.0,Non-Congested,Non-Congested
2239,cluster_2455590523_389713_47212064,1,2,1,2,r,r,3.0,Non-Congested,Non-Congested
2239,cluster_2461783448_38980632_5243070374,5,0,3,0,G,r,1.0,Non-Congested,Non-Congested
2239,cluster_2461880040_2461880142_8131892137,0,2,0,1,r,r,0.0,Non-Congested,Congested
2239,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,r,0.0,Non-Congested,Non-Congested
2240,132200274,0,3,0,2,G,r,0.0,Non-Congested,Congested
2240,181747232,1,0,0,0,y,r,0.0,Non-Congested,Non-Congested
2240,47217361,0,3,0,0,G,r,1.0,Non-Congested,Non-Congested
2240,cluster_1420096799_47154676,1,0,0,0,r,G,0.0,Non-Congested,Non-Congested
2240,cluster_181310323_5380872437,1,0,0,0,y,r,0.0,Non-Congested,Non-Congested
2240,cluster_2455590523_389713_47212064,1,2,1,2,r,r,2.0,Non-Congested,Non-Congested
2240,cluster_2461783448_38980632_5243070374,6,0,3,0,G,r,0.0,Non-Congested,Non-Congested
2240,cluster_2461880040_2461880142_8131892137,0,2,0,1,r,r,1.0,Non-Congested,Congested
2240,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,G,r,4.0,Non-Congested,Non-Congested
2241,132200274,0,3,0,2,G,r,1.0,Non-Congested,Congested
2241,181747232,1,0,0,0,r,G,6.0,Non-Congested,Non-Congested
2241,47217361,0,3,0,0,G,r,0.0,Non-Congested,Non-Congested
2241,cluster_1420096799_47154676,1,0,0,0,r,y,3.0,Non-Congested,Non-Congested
2241,cluster_181310323_5380872437,1,0,0,0,r,G,4.0,Non-Congested,Non-Congested
2241,cluster_2455590523_389713_47212064,1,2,1,2,r,r,1.0,Non-Congested,Non-Congested
2241,cluster_2461783448_38980632_5243070374,6,0,3,0,G,r,1.0,Congested,Non-Congested
2241,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2241,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,G,r,3.0,Non-Congested,Non-Congested
2242,132200274,0,3,0,3,G,r,0.0,Non-Congested,Congested
2242,181747232,1,0,0,0,r,G,5.0,Non-Congested,Non-Congested
2242,47217361,0,3,0,0,G,r,1.0,Non-Congested,Non-Congested
2242,cluster_1420096799_47154676,1,0,1,0,r,y,2.0,Non-Congested,Non-Congested
2242,cluster_181310323_5380872437,1,0,1,0,r,G,3.0,Non-Congested,Non-Congested
2242,cluster_2455590523_389713_47212064,1,2,1,2,r,r,0.0,Non-Congested,Non-Congested
2242,cluster_2461783448_38980632_5243070374,6,0,3,0,G,r,0.0,Congested,Non-Congested
2242,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2242,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,G,r,2.0,Non-Congested,Non-Congested
2243,132200274,0,3,0,3,G,r,1.0,Non-Congested,Congested
2243,181747232,1,0,0,0,r,G,4.0,Non-Congested,Non-Congested
2243,47217361,0,4,0,0,G,r,0.0,Non-Congested,Non-Congested
2243,cluster_1420096799_47154676,1,0,1,0,r,y,1.0,Non-Congested,Non-Congested
2243,cluster_181310323_5380872437,1,0,1,0,r,G,2.0,Non-Congested,Non-Congested
2243,cluster_2455590523_389713_47212064,1,2,1,2,r,r,3.0,Non-Congested,Non-Congested
2243,cluster_2461783448_38980632_5243070374,7,0,3,0,G,r,1.0,Congested,Non-Congested
2243,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2243,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,G,r,1.0,Non-Congested,Non-Congested
2244,132200274,0,3,0,3,G,r,0.0,Non-Congested,Congested
2244,181747232,1,0,0,0,r,G,3.0,Non-Congested,Non-Congested
2244,47217361,0,4,0,0,G,r,1.0,Non-Congested,Non-Congested
2244,cluster_1420096799_47154676,1,0,1,0,r,y,0.0,Non-Congested,Non-Congested
2244,cluster_181310323_5380872437,1,0,1,0,r,G,1.0,Non-Congested,Non-Congested
2244,cluster_2455590523_389713_47212064,2,2,1,2,r,r,2.0,Non-Congested,Non-Congested
2244,cluster_2461783448_38980632_5243070374,7,0,4,0,G,r,0.0,Congested,Non-Congested
2244,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2244,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,G,r,0.0,Non-Congested,Non-Congested
2245,132200274,0,3,0,3,G,r,1.0,Non-Congested,Congested
2245,181747232,2,0,1,0,r,G,2.0,Non-Congested,Non-Congested
2245,47217361,0,4,0,1,G,r,0.0,Non-Congested,Non-Congested
2245,cluster_181310323_5380872437,1,0,1,0,r,G,0.0,Non-Congested,Non-Congested
2245,cluster_2455590523_389713_47212064,1,2,1,2,r,r,1.0,Non-Congested,Non-Congested
2245,cluster_2461783448_38980632_5243070374,7,0,5,0,G,r,0.0,Congested,Non-Congested
2245,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2245,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,y,r,2.0,Non-Congested,Non-Congested
2246,132200274,0,3,0,3,G,r,0.0,Non-Congested,Congested
2246,181747232,2,0,1,0,r,G,1.0,Non-Congested,Non-Congested
2246,47217361,0,4,0,1,G,r,0.0,Non-Congested,Non-Congested
2246,cluster_181310323_5380872437,1,0,1,0,r,y,3.0,Non-Congested,Non-Congested
2246,cluster_2455590523_389713_47212064,1,2,1,2,r,r,0.0,Non-Congested,Non-Congested
2246,cluster_2461783448_38980632_5243070374,7,0,6,0,G,r,4.0,Congested,Non-Congested
2246,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2246,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,y,r,1.0,Non-Congested,Non-Congested
2247,132200274,0,3,0,3,G,r,1.0,Non-Congested,Congested
2247,181747232,2,0,1,0,r,G,0.0,Non-Congested,Non-Congested
2247,47217361,0,4,0,2,y,r,2.0,Non-Congested,Non-Congested
2247,cluster_181310323_5380872437,1,0,1,0,r,y,2.0,Non-Congested,Non-Congested
2247,cluster_2455590523_389713_47212064,1,1,1,0,r,G,4.0,Non-Congested,Non-Congested
2247,cluster_2461783448_38980632_5243070374,7,0,6,0,G,r,3.0,Congested,Non-Congested
2247,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2247,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,y,r,0.0,Non-Congested,Non-Congested
2248,132200274,0,2,0,2,G,r,0.0,Non-Congested,Congested
2248,181747232,2,0,1,0,r,y,3.0,Non-Congested,Non-Congested
2248,47217361,0,4,0,2,y,r,1.0,Non-Congested,Non-Congested
2248,cluster_1420096799_47154676,0,1,0,0,G,r,3.0,Non-Congested,Non-Congested
2248,cluster_181310323_5380872437,1,0,1,0,r,y,1.0,Non-Congested,Non-Congested
2248,cluster_2455590523_389713_47212064,1,0,1,0,r,G,3.0,Non-Congested,Non-Congested
2248,cluster_2461783448_38980632_5243070374,7,0,6,0,G,r,2.0,Congested,Non-Congested
2248,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2248,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,G,4.0,Non-Congested,Non-Congested
2249,132200274,0,2,0,2,G,r,1.0,Non-Congested,Congested
2249,181747232,2,0,1,0,r,y,2.0,Non-Congested,Non-Congested
2249,47217361,0,4,0,2,y,r,0.0,Non-Congested,Non-Congested
2249,cluster_1420096799_47154676,0,1,0,0,G,r,2.0,Non-Congested,Non-Congested
2249,cluster_181310323_5380872437,1,0,1,0,r,y,0.0,Non-Congested,Non-Congested
2249,cluster_2455590523_389713_47212064,1,1,1,0,r,G,2.0,Non-Congested,Non-Congested
2249,cluster_2461783448_38980632_5243070374,6,0,5,0,G,r,1.0,Congested,Non-Congested
2249,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2249,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,G,3.0,Non-Congested,Non-Congested
2250,132200274,0,2,0,2,G,r,0.0,Non-Congested,Congested
2250,181747232,2,0,1,0,r,y,1.0,Non-Congested,Non-Congested
2250,47217361,0,4,0,2,r,r,4.0,Non-Congested,Non-Congested
2250,cluster_1420096799_47154676,0,1,0,0,G,r,1.0,Non-Congested,Non-Congested
2250,cluster_181310323_5380872437,1,0,0,0,G,r,6.0,Non-Congested,Non-Congested
2250,cluster_2455590523_389713_47212064,1,1,1,0,r,G,1.0,Non-Congested,Non-Congested
2250,cluster_2461783448_38980632_5243070374,6,0,5,0,G,r,0.0,Congested,Non-Congested
2250,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2250,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,G,2.0,Non-Congested,Non-Congested
2251,132200274,0,2,0,2,G,r,1.0,Non-Congested,Congested
2251,181747232,2,0,1,0,r,y,0.0,Non-Congested,Non-Congested
2251,47217361,0,4,0,2,r,r,3.0,Non-Congested,Non-Congested
2251,cluster_1420096799_47154676,0,1,0,0,G,r,0.0,Non-Congested,Non-Congested
2251,cluster_2455590523_389713_47212064,1,1,1,0,r,G,0.0,Non-Congested,Non-Congested
2251,cluster_2461783448_38980632_5243070374,6,0,4,0,G,r,9.0,Congested,Non-Congested
2251,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2251,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,G,1.0,Non-Congested,Non-Congested
2252,132200274,0,2,0,2,G,r,0.0,Non-Congested,Congested
2252,181747232,1,0,0,0,G,r,6.0,Non-Congested,Non-Congested
2252,47217361,0,5,0,2,r,r,2.0,Non-Congested,Non-Congested
2252,cluster_1420096799_47154676,0,1,0,0,y,r,3.0,Non-Congested,Non-Congested
2252,cluster_2455590523_389713_47212064,1,0,1,0,r,y,3.0,Non-Congested,Non-Congested
2252,cluster_2461783448_38980632_5243070374,6,0,3,0,G,r,8.0,Non-Congested,Non-Congested
2252,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2252,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,G,0.0,Non-Congested,Non-Congested
2253,132200274,0,2,0,2,G,r,1.0,Non-Congested,Congested
2253,181747232,1,0,0,0,G,r,5.0,Non-Congested,Non-Congested
2253,47217361,0,5,0,2,r,r,1.0,Non-Congested,Non-Congested
2253,cluster_1420096799_47154676,0,1,0,0,y,r,2.0,Non-Congested,Non-Congested
2253,cluster_2455590523_389713_47212064,1,1,1,0,r,y,2.0,Non-Congested,Non-Congested
2253,cluster_2461783448_38980632_5243070374,6,0,2,0,G,r,7.0,Non-Congested,Non-Congested
2253,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2253,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,y,2.0,Non-Congested,Non-Congested
2254,132200274,0,2,0,2,G,r,0.0,Non-Congested,Congested
2254,181747232,1,0,0,0,G,r,4.0,Non-Congested,Non-Congested
2254,47217361,0,5,0,2,r,r,0.0,Non-Congested,Non-Congested
2254,cluster_1420096799_47154676,0,1,0,0,y,r,1.0,Non-Congested,Non-Congested
2254,cluster_181310323_5380872437,1,0,0,0,G,r,2.0,Non-Congested,Non-Congested
2254,cluster_2455590523_389713_47212064,1,1,1,0,r,y,1.0,Non-Congested,Non-Congested
2254,cluster_2461783448_38980632_5243070374,5,0,1,0,G,r,6.0,Non-Congested,Non-Congested
2254,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2254,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,y,1.0,Non-Congested,Non-Congested
2255,132200274,0,2,0,2,G,r,1.0,Non-Congested,Congested
2255,181747232,2,1,0,0,G,r,3.0,Non-Congested,Non-Congested
2255,47217361,0,5,0,2,r,r,2.0,Non-Congested,Non-Congested
2255,cluster_1420096799_47154676,0,1,0,0,y,r,0.0,Non-Congested,Non-Congested
2255,cluster_181310323_5380872437,1,0,0,0,G,r,1.0,Non-Congested,Non-Congested
2255,cluster_2455590523_389713_47212064,1,0,1,0,r,y,0.0,Non-Congested,Non-Congested
2255,cluster_2461783448_38980632_5243070374,4,0,0,0,G,r,5.0,Non-Congested,Non-Congested
2255,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2255,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,y,0.0,Non-Congested,Non-Congested
2256,132200274,0,2,0,2,G,r,0.0,Non-Congested,Congested
2256,181747232,3,1,0,0,G,r,2.0,Non-Congested,Non-Congested
2256,47217361,0,5,0,2,r,r,1.0,Non-Congested,Non-Congested
2256,cluster_1420096799_47154676,0,1,0,0,r,r,6.0,Non-Congested,Non-Congested
2256,cluster_181310323_5380872437,1,0,0,0,G,r,0.0,Non-Congested,Non-Congested
2256,cluster_2455590523_389713_47212064,0,1,0,0,G,r,4.0,Non-Congested,Non-Congested
2256,cluster_2461783448_38980632_5243070374,5,0,0,0,G,r,4.0,Non-Congested,Non-Congested
2256,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2256,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,r,r,0.0,Non-Congested,Non-Congested
2257,132200274,0,2,0,2,G,r,1.0,Non-Congested,Congested
2257,181747232,3,1,0,0,G,r,1.0,Non-Congested,Non-Congested
2257,47217361,0,5,0,3,r,r,0.0,Non-Congested,Non-Congested
2257,cluster_1420096799_47154676,0,1,0,0,r,r,5.0,Non-Congested,Non-Congested
2257,cluster_181310323_5380872437,1,0,0,0,y,r,3.0,Non-Congested,Non-Congested
2257,cluster_2455590523_389713_47212064,0,1,0,0,G,r,3.0,Non-Congested,Non-Congested
2257,cluster_2461783448_38980632_5243070374,5,0,0,0,G,r,3.0,Non-Congested,Non-Congested
2257,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2257,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,0,G,r,4.0,Non-Congested,Non-Congested
2258,132200274,0,2,0,2,G,r,0.0,Non-Congested,Congested
2258,181747232,3,1,0,0,G,r,0.0,Non-Congested,Non-Congested
2258,47217361,0,4,0,2,r,G,4.0,Non-Congested,Non-Congested
2258,cluster_1420096799_47154676,0,1,0,0,r,r,4.0,Non-Congested,Non-Congested
2258,cluster_181310323_5380872437,1,0,0,0,y,r,2.0,Non-Congested,Non-Congested
2258,cluster_2455590523_389713_47212064,0,1,0,0,G,r,2.0,Non-Congested,Non-Congested
2258,cluster_2461783448_38980632_5243070374,3,0,0,0,G,r,2.0,Non-Congested,Non-Congested
2258,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2258,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,1,G,r,3.0,Non-Congested,Non-Congested
2259,132200274,0,2,0,2,G,r,1.0,Non-Congested,Congested
2259,181747232,3,1,0,0,y,r,3.0,Non-Congested,Non-Congested
2259,47217361,0,4,0,2,r,G,3.0,Non-Congested,Non-Congested
2259,cluster_1420096799_47154676,0,1,0,0,r,r,3.0,Non-Congested,Non-Congested
2259,cluster_181310323_5380872437,1,0,0,0,y,r,1.0,Non-Congested,Non-Congested
2259,cluster_2455590523_389713_47212064,0,1,0,0,G,r,1.0,Non-Congested,Non-Congested
2259,cluster_2461783448_38980632_5243070374,3,0,0,0,G,r,1.0,Non-Congested,Non-Congested
2259,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2259,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,1,G,r,2.0,Non-Congested,Non-Congested
2260,132200274,0,2,0,2,G,r,0.0,Non-Congested,Congested
2260,181747232,3,1,0,0,y,r,2.0,Non-Congested,Non-Congested
2260,47217361,0,4,0,1,r,G,2.0,Non-Congested,Non-Congested
2260,cluster_1420096799_47154676,0,1,0,0,r,r,2.0,Non-Congested,Non-Congested
2260,cluster_181310323_5380872437,1,0,0,0,y,r,0.0,Non-Congested,Non-Congested
2260,cluster_2455590523_389713_47212064,0,1,0,1,G,r,0.0,Non-Congested,Non-Congested
2260,cluster_2461783448_38980632_5243070374,5,0,0,0,G,r,0.0,Non-Congested,Non-Congested
2260,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2260,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,2,G,r,1.0,Non-Congested,Non-Congested
2261,132200274,0,2,0,2,G,r,1.0,Non-Congested,Congested
2261,181747232,3,1,0,0,y,r,1.0,Non-Congested,Non-Congested
2261,47217361,1,4,0,0,r,G,1.0,Non-Congested,Non-Congested
2261,cluster_1420096799_47154676,0,1,0,0,r,r,1.0,Non-Congested,Non-Congested
2261,cluster_181310323_5380872437,1,0,0,0,r,G,4.0,Non-Congested,Non-Congested
2261,cluster_2455590523_389713_47212064,0,1,0,1,y,r,3.0,Non-Congested,Non-Congested
2261,cluster_2461783448_38980632_5243070374,4,0,0,0,G,r,0.0,Non-Congested,Non-Congested
2261,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2261,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,2,G,r,0.0,Non-Congested,Non-Congested
2262,132200274,0,2,0,2,G,r,0.0,Non-Congested,Congested
2262,181747232,3,1,0,0,y,r,0.0,Non-Congested,Non-Congested
2262,47217361,1,4,0,0,r,G,0.0,Non-Congested,Non-Congested
2262,cluster_181310323_5380872437,1,0,0,0,r,G,3.0,Non-Congested,Non-Congested
2262,cluster_2455590523_389713_47212064,0,1,0,1,y,r,2.0,Non-Congested,Non-Congested
2262,cluster_2461783448_38980632_5243070374,5,0,0,0,y,r,4.0,Non-Congested,Non-Congested
2262,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2262,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,2,y,r,2.0,Non-Congested,Non-Congested
2263,132200274,0,3,0,2,G,r,1.0,Non-Congested,Congested
2263,181747232,2,0,0,0,r,G,6.0,Non-Congested,Non-Congested
2263,47217361,1,3,0,0,r,G,1.0,Non-Congested,Non-Congested
2263,cluster_181310323_5380872437,1,0,0,0,r,G,2.0,Non-Congested,Non-Congested
2263,cluster_2455590523_389713_47212064,0,1,0,1,y,r,1.0,Non-Congested,Non-Congested
2263,cluster_2461783448_38980632_5243070374,5,0,1,0,y,r,3.0,Congested,Non-Congested
2263,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2263,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,2,y,r,1.0,Non-Congested,Non-Congested
2264,132200274,0,3,0,2,G,r,0.0,Non-Congested,Congested
2264,181747232,2,0,0,0,r,G,5.0,Non-Congested,Non-Congested
2264,47217361,1,3,0,0,r,G,0.0,Non-Congested,Non-Congested
2264,cluster_181310323_5380872437,1,0,0,0,r,G,1.0,Non-Congested,Non-Congested
2264,cluster_2455590523_389713_47212064,1,1,0,1,y,r,0.0,Non-Congested,Non-Congested
2264,cluster_2461783448_38980632_5243070374,6,0,2,0,y,r,2.0,Congested,Non-Congested
2264,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2264,cluster_2461880136_4910664147_50607912_8131882097,0,2,0,2,y,r,0.0,Non-Congested,Non-Congested
2265,132200274,0,3,0,2,G,r,1.0,Non-Congested,Congested
2265,181747232,2,0,0,0,r,G,4.0,Non-Congested,Non-Congested
2265,47217361,1,3,0,0,r,G,0.0,Non-Congested,Non-Congested
2265,cluster_181310323_5380872437,1,0,0,0,r,G,0.0,Non-Congested,Non-Congested
2265,cluster_2455590523_389713_47212064,1,3,0,1,r,r,6.0,Non-Congested,Non-Congested
2265,cluster_2461783448_38980632_5243070374,6,0,2,0,y,r,1.0,Congested,Non-Congested
2265,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2265,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,1,r,G,4.0,Non-Congested,Non-Congested
2266,132200274,0,3,0,2,G,r,0.0,Non-Congested,Congested
2266,181747232,2,0,0,0,r,G,3.0,Non-Congested,Non-Congested
2266,47217361,1,3,0,0,r,G,1.0,Non-Congested,Non-Congested
2266,cluster_181310323_5380872437,1,0,0,0,r,y,3.0,Non-Congested,Non-Congested
2266,cluster_2455590523_389713_47212064,1,3,0,1,r,r,5.0,Non-Congested,Congested
2266,cluster_2461783448_38980632_5243070374,6,0,3,0,y,r,0.0,Congested,Non-Congested
2266,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
2266,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,G,3.0,Non-Congested,Non-Congested
2267,132200274,0,3,0,2,G,r,1.0,Non-Congested,Congested
2267,181747232,2,0,0,0,r,G,2.0,Non-Congested,Non-Congested
2267,47217361,1,4,0,0,r,G,0.0,Non-Congested,Non-Congested
2267,cluster_2455590523_389713_47212064,1,3,0,1,r,r,4.0,Non-Congested,Congested
2267,cluster_2461783448_38980632_5243070374,7,0,4,0,r,G,4.0,Congested,Non-Congested
2267,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,0.0,Non-Congested,Congested
2267,cluster_2461880136_4910664147_50607912_8131882097,0,1,0,0,r,G,2.0,Non-Congested,Non-Congested
2268,132200274,0,3,0,3,G,r,0.0,Non-Congested,Congested
2268,181747232,2,0,0,0,r,G,1.0,Non-Congested,Non-Congested
2268,47217361,2,4,0,0,r,G,0.0,Non-Congested,Non-Congested
2268,cluster_2455590523_389713_47212064,1,3,0,1,r,r,3.0,Non-Congested,Congested
2268,cluster_2461783448_38980632_5243070374,7,0,4,0,r,G,3.0,Congested,Non-Congested
2268,cluster_2461880040_2461880142_8131892137,0,2,0,2,r,r,1.0,Non-Congested,Congested
